id	same_as_id	duplicate_count	category	subject_policy	jp_prefix	jp_suffix	jp_with_b	zh_prefix	zh_suffix
1109		1	INTERNAL_AB	manual	の加持に憤慨する様子を見て	$bをなだめたこと	{B}の加持に憤慨する様子を見て / $bをなだめたこと	看到{B}对加持感到愤慨，于是安抚{B}	的事情
1110		1	B_NI	auto	に、ΑΤの調子を	尋ねたこと	{B}に、ΑΤの調子を / 尋ねたこと	向{B}询问AT的状态	的事情
1111		1	B_NI	auto	にΑΤの調子を聞かれ	好調だ、と答えたこと	{B}にΑΤの調子を聞かれ / 好調だ、と答えたこと	被{B}问了AT状态后回答状态良好	的事情
1112		1	B_NI	auto	にΑΤの調子を聞かれ	普通だ、と答えたこと	{B}にΑΤの調子を聞かれ / 普通だ、と答えたこと	被{B}问了AT状态后回答普通	的事情
1113		1	B_NI	auto	にΑΤの調子を聞かれ	調子悪い、と答えたこと	{B}にΑΤの調子を聞かれ / 調子悪い、と答えたこと	被{B}问了AT状态后回答状态不好	的事情
1114		1	B_NI	auto	に、学校での様子を	尋ねたこと	{B}に、学校での様子を / 尋ねたこと	向{B}询问在学校的情况	的事情
1115		1	B_NI	auto	に学校での様子を聞かれ	楽しい、と答えたこと	{B}に学校での様子を聞かれ / 楽しい、と答えたこと	被{B}问了学校情况后回答很愉快	的事情
1116		1	B_NI	auto	に学校での様子を聞かれ	特に何も無い、と答えたこと	{B}に学校での様子を聞かれ / 特に何も無い、と答えたこと	被{B}问了学校情况后回答没什么特别的	的事情
1117		1	B_NI	auto	に学校での様子を聞かれ	楽しい事は無い、と答えたこと	{B}に学校での様子を聞かれ / 楽しい事は無い、と答えたこと	被{B}问了学校情况后回答没什么开心事的	的事情
1118		1	B_NO	auto	の学校生活に	発破をかけたこと	{B}の学校生活に / 発破をかけたこと	给{B}的学校生活鼓劲	的事情
1119		1	B_NO	auto	の学校生活に	気休めを言ったこと	{B}の学校生活に / 気休めを言ったこと	对{B}的学校生活说些安慰话	的事情
1120		1	B_NI	auto	に、仕事が忙しいのか	尋ねたこと	{B}に、仕事が忙しいのか / 尋ねたこと	向{B}询问工作是不是很忙	的事情
1121		1	B_NI	auto	に、仕事は楽に	こなせている、と答えたこと	{B}に、仕事は楽に / こなせている、と答えたこと	回答{B}说工作轻松应付	的事情
1122		1	B_NI	auto	に、仕事は残業無しで	こなせている、と答えたこと	{B}に、仕事は残業無しで / こなせている、と答えたこと	回答{B}说工作不用加班就能应付	的事情
1123		1	B_NI	auto	に、仕事は問題無く	こなせている、と答えたこと	{B}に、仕事は問題無く / こなせている、と答えたこと	回答{B}说工作没问题地应付着	的事情
1124		1	B_NI	auto	に、最近残業が増えている	と答えたこと	{B}に、最近残業が増えている / と答えたこと	回答{B}说最近加班变多了	的事情
1125		1	B_NI	auto	に、仕事は今一番忙しい	と答えたこと	{B}に、仕事は今一番忙しい / と答えたこと	回答{B}说现在工作最忙的时候	的事情
1126		1	B_NI	auto	に、ネルフはどんな組織か	尋ねたこと	{B}に、ネルフはどんな組織か / 尋ねたこと	向{B}询问NERV是什么样的组织	的事情
1127		1	B_NI	auto	に、ネルフについて	聞かれたので、答えたこと	{B}に、ネルフについて / 聞かれたので、答えたこと	被{B}问起NERV的事后做了回答	的事情
1128		1	B_NI	auto	に、エヴァについて	尋ねたこと	{B}に、エヴァについて / 尋ねたこと	向{B}询问EVA	的事情
1129		1	B_NI	auto	に、エヴァについて	聞かれたので、答えたこと	{B}に、エヴァについて / 聞かれたので、答えたこと	被{B}问起EVA的事后做了回答	的事情
1130		1	B_NI	auto	に、使徒について	尋ねたこと	{B}に、使徒について / 尋ねたこと	向{B}询问使徒	的事情
1131		3	B_NI	auto	に、使徒について	聞かれたので、答えたこと	{B}に、使徒について / 聞かれたので、答えたこと	被{B}问起使徒的事后做了回答	的事情
1132	1131	3	B_NI	auto	に、使徒について	聞かれたので、答えたこと	{B}に、使徒について / 聞かれたので、答えたこと	被{B}问起使徒的事后做了回答	的事情
1133	1131	3	B_NI	auto	に、使徒について	聞かれたので、答えたこと	{B}に、使徒について / 聞かれたので、答えたこと	被{B}问起使徒的事后做了回答	的事情
1134		1	B_NI	auto	に、使徒について聞かれたが	答えをはぐらかしたこと	{B}に、使徒について聞かれたが / 答えをはぐらかしたこと	被{B}问起使徒的事但含糊其辞	的事情
1135		1	B_NI	auto	に、人類補完計画について	尋ねたこと	{B}に、人類補完計画について / 尋ねたこと	向{B}询问人类补完计划	的事情
1136		1	B_NI	auto	に、人類補完計画について	聞かれたが、制止したこと	{B}に、人類補完計画について / 聞かれたが、制止したこと	被{B}问起人类补完计划但制止了	的事情
1137		1	B_NI	auto	に、人類補完計画について	聞かれ、軽く教えたこと	{B}に、人類補完計画について / 聞かれ、軽く教えたこと	被{B}问起人类补完计划后简单告知	的事情
1138		1	B_NI	auto	に、人類補完計画について	聞かれ、深く教えたこと	{B}に、人類補完計画について / 聞かれ、深く教えたこと	被{B}问起人类补完计划后深入告知	的事情
1139		1	B_NI	auto	に、父について	尋ねたこと	{B}に、父について / 尋ねたこと	向{B}询问父亲	的事情
1140		1	B_NI	auto	に、ゲンドウについて聞かれ	立派な人だ、と答えたこと	{B}に、ゲンドウについて聞かれ / 立派な人だ、と答えたこと	被{B}问起源堂的事后回答是个了不起的人	的事情
1141		1	B_NI	auto	に、ゲンドウについて聞かれ	忙しい人だ、と答えたこと	{B}に、ゲンドウについて聞かれ / 忙しい人だ、と答えたこと	被{B}问起源堂的事后回答是个忙碌的人	的事情
1142		1	B_NI	auto	に、ゲンドウについて聞かれ	最低の上司だ、と答えたこと	{B}に、ゲンドウについて聞かれ / 最低の上司だ、と答えたこと	被{B}问起源堂的事后回答是最差劲的上司	的事情
1143		1	B_NI	auto	に、ゲンドウについて聞かれ	よくわからない、と答えたこと	{B}に、ゲンドウについて聞かれ / よくわからない、と答えたこと	被{B}问起源堂的事后回答不太清楚	的事情
1144		1	B_NI	auto	に、ゲンドウへの評価を	教えて貰い、礼を言った	{B}に、ゲンドウへの評価を / 教えて貰い、礼を言った	感谢{B}告知对源堂的评价	的事情
1145		1	B_NO	auto	のゲンドウを尋ねる様子に	思わず突っ込んだこと	{B}のゲンドウを尋ねる様子に / 思わず突っ込んだこと	对{B}打听源堂的样子不由得吐槽	的事情
1146		1	B_NI	auto	に突っ込まれて	しどろもどろになったこと	{B}に突っ込まれて / しどろもどろになったこと	被{B}吐槽后语无伦次	的事情
1147		1	B_NI	auto	に、子供の様子を	尋ねたこと	{B}に、子供の様子を / 尋ねたこと	向{B}询问小孩的情况	的事情
1148		1	B_NI	auto	に、子供の様子を聞かれ	何の心配も無い、と答えたこと	{B}に、子供の様子を聞かれ / 何の心配も無い、と答えたこと	被{B}问了小孩情况后回答完全不用担心	的事情
1149		1	B_NI	auto	に、子供の様子を聞かれ	イイ感じだ、と答えたこと	{B}に、子供の様子を聞かれ / イイ感じだ、と答えたこと	被{B}问了小孩情况后回答感觉不错	的事情
1150		1	B_NI	auto	に、子供の様子を聞かれ	まあ平均的だ、と答えたこと	{B}に、子供の様子を聞かれ / まあ平均的だ、と答えたこと	被{B}问了小孩情况后回答还算普通	的事情
1151		1	B_NI	auto	に、子供の様子を聞かれ	ムラが有って困る、と答えたこと	{B}に、子供の様子を聞かれ / ムラが有って困る、と答えたこと	被{B}问了小孩情况后回答状态起伏很头疼	的事情
1152		1	B_NI	auto	に、子供の様子を聞かれ	調子が悪い、と答えたこと	{B}に、子供の様子を聞かれ / 調子が悪い、と答えたこと	被{B}问了小孩情况后回答状态不好	的事情
1153		1	B_NI	auto	に、エヴァの調子を	尋ねたこと	{B}に、エヴァの調子を / 尋ねたこと	向{B}询问EVA的状态	的事情
1154		1	B_NI	auto	に、エヴァの調子を聞かれ	最高の状態だ、と答えたこと	{B}に、エヴァの調子を聞かれ / 最高の状態だ、と答えたこと	被{B}问了EVA状态后回答状态绝佳	的事情
1155		1	B_NI	auto	に、エヴァの調子を聞かれ	順調だと答えたこと	{B}に、エヴァの調子を聞かれ / 順調だと答えたこと	被{B}问了EVA状态后回答顺利	的事情
1156		1	B_NI	auto	に、エヴァの調子を聞かれ	問題無い、と答えたこと	{B}に、エヴァの調子を聞かれ / 問題無い、と答えたこと	被{B}问了EVA状态后回答没问题	的事情
1157		1	B_NI	auto	に、エヴァの調子を聞かれ	問題が発生した、と答えたこと	{B}に、エヴァの調子を聞かれ / 問題が発生した、と答えたこと	被{B}问了EVA状态后回答出了问题	的事情
1158		1	B_NI	auto	に、エヴァの調子を聞かれ	芳しくない、と答えたこと	{B}に、エヴァの調子を聞かれ / 芳しくない、と答えたこと	被{B}问了EVA状态后回答不理想	的事情
1159		1	B_NO	auto	の諜報活動を牽制した		{B}の諜報活動を牽制した	牵制{B}的谍报活动的事情	
1160		1	B_NI	auto	に、諜報活動の事を聞かれ	とぼけたこと	{B}に、諜報活動の事を聞かれ / とぼけたこと	被{B}问起谍报活动时装糊涂	的事情
1161		1	B_NI	auto	に、諜報活動の事を聞かれ	誤魔化したこと	{B}に、諜報活動の事を聞かれ / 誤魔化したこと	被{B}问起谍报活动时蒙混过去	的事情
1162		1	B_NI	auto	に、諜報活動の事を聞かれ	そのうち話す、と答えたこと	{B}に、諜報活動の事を聞かれ / そのうち話す、と答えたこと	被{B}问起谍报活动时回答说之后再说	的事情
1163		1	B_NI	auto	に、諜報活動の事を聞かれ	見ぬフリをしてくれと返したこと	{B}に、諜報活動の事を聞かれ / 見ぬフリをしてくれと返したこと	被{B}问起谍报活动时回答请睁一只眼闭一只眼	的事情
1164		1	B_NI	auto	に、諜報活動の事を聞かれ	身の危険をつぶやいたこと	{B}に、諜報活動の事を聞かれ / 身の危険をつぶやいたこと	被{B}问起谍报活动时嘟囔会有生命危险	的事情
1167		1	B_NI	auto	に、プリントを	託したこと	{B}に、プリントを / 託したこと	把讲义托付给{B}	的事情
1172		1	B_NI	auto	に、プリントを	渡したこと	{B}に、プリントを / 渡したこと	把讲义交给{B}	的事情
1173		1	B_KARA	auto	から、プリントを	渡され、嬉しかったこと	{B}から、プリントを / 渡され、嬉しかったこと	从{B}那里收到讲义后很开心	的事情
1174		1	B_KARA	auto	から、プリントを	受け取ったこと	{B}から、プリントを / 受け取ったこと	从{B}那里接过讲义	的事情
1175		1	B_KARA	auto	から、プリントを	渡され、がっかりしたこと	{B}から、プリントを / 渡され、がっかりしたこと	从{B}那里收到讲义后很失望	的事情
1176		1	B_NO	auto	の退院を喜んだこと		{B}の退院を喜んだこと	为{B}出院感到开心的事情	
1177		1	B_NI	auto	に退院を祝われ	嬉しかったこと	{B}に退院を祝われ / 嬉しかったこと	被{B}庆祝出院后很开心	的事情
1178		1	B_NI	auto	に退院を祝われたこと		{B}に退院を祝われたこと	被{B}庆祝出院的事情	
1179		1	B_NI	auto	に退院を祝われたが	まだ本調子じゃないと答えたこと	{B}に退院を祝われたが / まだ本調子じゃないと答えたこと	被{B}庆祝出院但回答说还没完全恢复	的事情
1180		1	B_NO	auto	の退院を	心から喜んだこと	{B}の退院を / 心から喜んだこと	从心底为{B}出院感到开心	的事情
1181		1	B_NO	auto	の退院挨拶に	普通に返したこと	{B}の退院挨拶に / 普通に返したこと	对{B}的出院问候普通回应	的事情
1182		1	B_NO	auto	の退院挨拶を	無下に返したこと	{B}の退院挨拶を / 無下に返したこと	冷淡回应{B}的出院问候	的事情
1200		1	B_NO	auto	の楽しそうな様子を	指摘したこと	{B}の楽しそうな様子を / 指摘したこと	指出{B}看起来很开心的样子	的事情
1201		1	B_NO	auto	のやる気に満ちた様子を	指摘したこと	{B}のやる気に満ちた様子を / 指摘したこと	指出{B}充满干劲的样子	的事情
1202		1	B_NO	auto	の真剣な表情を	指摘したこと	{B}の真剣な表情を / 指摘したこと	指出{B}认真的表情	的事情
1203		1	B_NO	auto	の緊張した様子を	指摘したこと	{B}の緊張した様子を / 指摘したこと	指出{B}紧张的样子	的事情
1204		1	B_NO	auto	のホッとした様子を	指摘したこと	{B}のホッとした様子を / 指摘したこと	指出{B}松了一口气的样子	的事情
1205		1	B_NO	auto	の不安めいた様子を	指摘したこと	{B}の不安めいた様子を / 指摘したこと	指出{B}略显不安的样子	的事情
1206		1	B_NO	auto	の悲しんでいる様子を	指摘したこと	{B}の悲しんでいる様子を / 指摘したこと	指出{B}悲伤的样子	的事情
1207		1	B_NO	auto	の気が緩んでいる様子を	指摘したこと	{B}の気が緩んでいる様子を / 指摘したこと	指出{B}松懈的样子	的事情
1208		1	B_NO	auto	の落胆している様子を	指摘したこと	{B}の落胆している様子を / 指摘したこと	指出{B}沮丧的样子	的事情
1209		1	B_NO	auto	の不機嫌な様子を	指摘したこと	{B}の不機嫌な様子を / 指摘したこと	指出{B}不悦的样子	的事情
1210		1	B_NO	auto	の怒っている様子を	指摘したこと	{B}の怒っている様子を / 指摘したこと	指出{B}生气的样子	的事情
1211		1	B_NO	auto	の顔が赤かったので	指摘したこと	{B}の顔が赤かったので / 指摘したこと	指出{B}脸红了	的事情
1212		1	B_NO	auto	の恥らっている様子を	指摘したこと	{B}の恥らっている様子を / 指摘したこと	指出{B}害羞的样子	的事情
1213		1	B_NI	auto	に様子を尋ねられ	明るく肯定したこと	{B}に様子を尋ねられ / 明るく肯定したこと	被{B}询问情况后开朗地肯定	的事情
1214		1	B_NI	auto	に様子を尋ねられ	明るく誤魔化したこと	{B}に様子を尋ねられ / 明るく誤魔化したこと	被{B}询问情况后开朗地蒙混过去	的事情
1215		1	B_NI	auto	に様子を尋ねられ	明るく否定したこと	{B}に様子を尋ねられ / 明るく否定したこと	被{B}询问情况后开朗地否定	的事情
1216		1	B_NI	auto	に様子を尋ねられ	真剣に肯定したこと	{B}に様子を尋ねられ / 真剣に肯定したこと	被{B}询问情况后认真地肯定	的事情
1217		1	B_NI	auto	に様子を尋ねられ	誤魔化したこと	{B}に様子を尋ねられ / 誤魔化したこと	被{B}询问情况后蒙混过去	的事情
1218		1	B_NI	auto	に様子を尋ねられ	否定したこと	{B}に様子を尋ねられ / 否定したこと	被{B}询问情况后否定	的事情
1219		1	B_NI	auto	に様子を尋ねられ	気まずく肯定したこと	{B}に様子を尋ねられ / 気まずく肯定したこと	被{B}询问情况后尴尬地肯定	的事情
1220		1	B_NI	auto	に様子を尋ねられ	気まずく誤魔化したこと	{B}に様子を尋ねられ / 気まずく誤魔化したこと	被{B}询问情况后尴尬地蒙混过去	的事情
1221		1	B_NI	auto	に様子を尋ねられ	気まずく否定したこと	{B}に様子を尋ねられ / 気まずく否定したこと	被{B}询问情况后尴尬地否定	的事情
1222		1	B_NI	auto	に様子を尋ねられ	沈みがちに肯定したこと	{B}に様子を尋ねられ / 沈みがちに肯定したこと	被{B}询问情况后消沉地肯定	的事情
1223		1	B_NI	auto	に様子を尋ねられ	沈みがちに誤魔化したこと	{B}に様子を尋ねられ / 沈みがちに誤魔化したこと	被{B}询问情况后消沉地蒙混过去	的事情
1224		1	B_NI	auto	に様子を尋ねられ	沈みがちに否定したこと	{B}に様子を尋ねられ / 沈みがちに否定したこと	被{B}询问情况后消沉地否定	的事情
1225		1	B_NI	auto	に様子を尋ねられ	照れながら制止したこと	{B}に様子を尋ねられ / 照れながら制止したこと	被{B}询问情况后害羞地制止	的事情
1226		1	B_NI	auto	に様子を尋ねられ	照れながら誤魔化したこと	{B}に様子を尋ねられ / 照れながら誤魔化したこと	被{B}询问情况后害羞地蒙混过去	的事情
1227		1	B_NI	auto	に様子を尋ねられ	照れながら否定したこと	{B}に様子を尋ねられ / 照れながら否定したこと	被{B}询问情况后害羞地否定	的事情
1228		1	B_NI	auto	に様子を尋ねられたが、	無視したこと	{B}に様子を尋ねられたが、 / 無視したこと	被{B}询问情况但无视了	的事情
1229		1	B_TO_NO	auto	との会話を	さり気なく切り上げたこと	{B}との会話を / さり気なく切り上げたこと	自然地结束和{B}的对话	的事情
1230	9	2	B_TO_NO	auto	との会話を	切り上げたこと	{B}との会話を / 切り上げたこと	中断和{B}的对话	的事情
1231		1	B_TO_NO	auto	との会話を	無理やり打ち切ったこと	{B}との会話を / 無理やり打ち切ったこと	强行结束和{B}的对话	的事情
1241		1	NO_B	auto	授業を	普通に受けたこと	授業を / 普通に受けたこと	正常上课	的事情
1242		1	NO_B	auto	授業を	マジメに受けたこと	授業を / マジメに受けたこと	认真上课	的事情
1243		1	NO_B	auto	授業中、	コッソリ内職したこと	授業中、 / コッソリ内職したこと	上课时偷偷做别的事情	的事情
1244		1	NO_B	auto	授業中、	ぼんやりと外を眺めたこと	授業中、 / ぼんやりと外を眺めたこと	上课时发呆眺望窗外	的事情
1245		1	NO_B	auto	授業中、	居眠りをしたこと	授業中、 / 居眠りをしたこと	上课时打瞌睡	的事情
1246		1	B_WO	auto	を、授業中に	チラチラ見たこと	{B}を、授業中に / チラチラ見たこと	上课时偷偷看{B}	的事情
1247		1	B_TO	auto	と、授業中	メールで内緒話をしたこと	{B}と、授業中 / メールで内緒話をしたこと	和{B}上课时发短信悄悄聊天	的事情
1248		1	B_NI	auto	に、一緒に登校しよう	と持ちかけたこと	{B}に、一緒に登校しよう / と持ちかけたこと	向{B}提议一起上学	的事情
1249		1	B_TO	auto	と一緒に登校したこと		{B}と一緒に登校したこと	和{B}一起上学的事情	
1250		1	B_KARA_NO	auto	からの登校の誘いを	あいまいに断ったこと	{B}からの登校の誘いを / あいまいに断ったこと	含糊地拒绝{B}的上学邀请	的事情
1251		1	B_KARA_NO	auto	からの登校の誘いを	断ったこと	{B}からの登校の誘いを / 断ったこと	拒绝{B}的上学邀请	的事情
1252		1	B_TO	auto	と学校に急いだこと		{B}と学校に急いだこと	和{B}急忙赶去学校的事情	
1253		2	B_NI	auto	に、一緒にネルフ本部へ	行こう、と持ちかけたこと	{B}に、一緒にネルフ本部へ / 行こう、と持ちかけたこと	向{B}提议一起去NERV总部	的事情
1254		1	B_TO	auto	と一緒に	ネルフ本部へ向かったこと	{B}と一緒に / ネルフ本部へ向かったこと	和{B}一起前往NERV总部	的事情
1255		1	B_KARA_NO	auto	からのネルフ登庁の誘いを	あいまいに断ったこと	{B}からのネルフ登庁の誘いを / あいまいに断ったこと	含糊地拒绝{B}的NERV同行邀请	的事情
1256		1	B_KARA_NO	auto	からのネルフ登庁の誘いを	断ったこと	{B}からのネルフ登庁の誘いを / 断ったこと	拒绝{B}的NERV同行邀请	的事情
1257		1	B_TO	auto	とネルフ本部へ	急いだこと	{B}とネルフ本部へ / 急いだこと	和{B}急忙赶往NERV总部	的事情
1258		1	B_NI	auto	に、アイテムの交換を	持ちかけたこと	{B}に、アイテムの交換を / 持ちかけたこと	向{B}提议交换道具	的事情
1259		1	B_NI	auto	に、交換出来るアイテムは	持っていない、と伝えたこと	{B}に、交換出来るアイテムは / 持っていない、と伝えたこと	告诉{B}没有可以交换的道具	的事情
1260		1	B_KARA_NO	auto	からのアイテム交換の	誘いを、断ったこと	{B}からのアイテム交換の / 誘いを、断ったこと	拒绝{B}交换道具的邀请	的事情
1261		1	B_KARA_NO	auto	からのアイテム交換の	誘いに乗ったこと	{B}からのアイテム交換の / 誘いに乗ったこと	接受{B}交换道具的邀请	的事情
1262		1	B_TO_NO	auto	とのアイテム交換を	やっぱりいい、と断ったこと	{B}とのアイテム交換を / やっぱりいい、と断ったこと	说还是算了然后拒绝和{B}交换道具	的事情
1263		2	B_TO_NO	auto	とのアイテム交換で	欲しい物を選んだこと	{B}とのアイテム交換で / 欲しい物を選んだこと	在和{B}的道具交换中挑选想要的东西	的事情
1264		2	B_TO_NO	auto	とのアイテム交換で	選ばれた物を断ったこと	{B}とのアイテム交換で / 選ばれた物を断ったこと	在和{B}的道具交换中拒绝被选中的东西	的事情
1265	1263	2	B_TO_NO	auto	とのアイテム交換で	欲しい物を選んだこと	{B}とのアイテム交換で / 欲しい物を選んだこと	在和{B}的道具交换中挑选想要的东西	的事情
1266	1264	2	B_TO_NO	auto	とのアイテム交換で	選ばれた物を断ったこと	{B}とのアイテム交換で / 選ばれた物を断ったこと	在和{B}的道具交换中拒绝被选中的东西	的事情
1267		1	B_TO_NO	auto	とのアイテム交換で	交渉成立したこと	{B}とのアイテム交換で / 交渉成立したこと	和{B}的道具交换谈成了	的事情
1270		1	NO_B	auto	天井を見つめたこと		天井を見つめたこと	盯着天花板看的事情	
1271		2	NO_B	auto	ぼんやりしたこと		ぼんやりしたこと	发呆的事情	
1274		1	NO_B	auto	音楽を聴いたこと		音楽を聴いたこと	听音乐的事情	
1275		1	NO_B	auto	雑誌を読んだこと		雑誌を読んだこと	读杂志的事情	
1277		1	NO_B	auto	ゲンドウのメガネを	見つめたこと	ゲンドウのメガネを / 見つめたこと	盯着源堂的眼镜看	的事情
1278		1	NO_B	auto	ビールを飲んだこと		ビールを飲んだこと	喝啤酒的事情	
1279		6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1280		1	B_KARA	auto	から話しかけられ、ベッド	から立ち上がり応対したこと	{B}から話しかけられ、ベッド / から立ち上がり応対したこと	被{B}搭话后从床上站起来应对	的事情
1281		2	B_KARA	auto	から話しかけられたが	追い払ったこと	{B}から話しかけられたが / 追い払ったこと	被{B}搭话但赶走{B}	的事情
1284		2	NO_B	auto	ぼんやりとくつろいだこと		ぼんやりとくつろいだこと	发呆放松的事情	
1285		2	NO_B	auto	ジュースを飲んだこと		ジュースを飲んだこと	喝果汁的事情	
1286	1279	6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1287	1279	6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1288		1	B_KARA	auto	から話しかけられ、ベンチ	から立ち上がり応対したこと	{B}から話しかけられ、ベンチ / から立ち上がり応対したこと	被{B}搭话后从长椅上站起来应对	的事情
1289	1281	2	B_KARA	auto	から話しかけられたが	追い払ったこと	{B}から話しかけられたが / 追い払ったこと	被{B}搭话但赶走{B}	的事情
1292	1284	2	NO_B	auto	ぼんやりとくつろいだこと		ぼんやりとくつろいだこと	发呆放松的事情	
1293	1285	2	NO_B	auto	ジュースを飲んだこと		ジュースを飲んだこと	喝果汁的事情	
1294	1279	6	B_NI	auto	に話しかけたこと		{B}に話しかけたこと	向{B}搭话的事情	
1295		1	B_NI	auto	に、ハーモニクステストを	依頼したこと	{B}に、ハーモニクステストを / 依頼したこと	向{B}请求进行同步测试	的事情
1296		1	B_KARA	auto	からハーモニクステストを	依頼されたが、断ったこと	{B}からハーモニクステストを / 依頼されたが、断ったこと	被{B}请求进行同步测试但拒绝了	的事情
1297		1	B_NO	auto	のハーモニクステストを	行ったこと	{B}のハーモニクステストを / 行ったこと	对{B}进行同步测试	的事情
1305		1	B_NO	auto	のハーモニクステストの	結果に、満足したこと	{B}のハーモニクステストの / 結果に、満足したこと	对{B}的同步测试结果感到满意	的事情
1306		1	B_NO	auto	のハーモニクステストの	結果に、安心したこと	{B}のハーモニクステストの / 結果に、安心したこと	对{B}的同步测试结果感到安心	的事情
1307		1	B_NO	auto	のハーモニクステストの	結果に、落胆したこと	{B}のハーモニクステストの / 結果に、落胆したこと	对{B}的同步测试结果感到失望	的事情
1308		1	B_WO	auto	を屋上に誘ったこと		{B}を屋上に誘ったこと	约{B}去屋顶的事情	
1309		1	B_KARA_NO	auto	からの屋上への誘いに	乗ったこと	{B}からの屋上への誘いに / 乗ったこと	接受{B}的屋顶邀请	的事情
1310		1	B_KARA_NO	auto	からの屋上への誘いに	あいまいに断ったこと	{B}からの屋上への誘いに / あいまいに断ったこと	含糊地拒绝{B}的屋顶邀请	的事情
1311		1	B_KARA_NO	auto	からの屋上への誘いに	断ったこと	{B}からの屋上への誘いに / 断ったこと	拒绝{B}的屋顶邀请	的事情
1312		1	B_TO	auto	と、屋上から	階下に戻ったこと	{B}と、屋上から / 階下に戻ったこと	和{B}一起从屋顶回到楼下	的事情
1313		1	B_WO	auto	をネルフの屋外へ	誘ったこと	{B}をネルフの屋外へ / 誘ったこと	约{B}去NERV室外	的事情
1314		1	B_KARA_NO	auto	からのネルフ屋外への	誘いに乗ったこと	{B}からのネルフ屋外への / 誘いに乗ったこと	接受{B}的NERV室外邀请	的事情
1315		1	B_KARA_NO	auto	からのネルフ屋外への	誘いを、あいまいに断ったこと	{B}からのネルフ屋外への / 誘いを、あいまいに断ったこと	含糊地拒绝{B}的NERV室外邀请	的事情
1316		1	B_KARA_NO	auto	からのネルフ屋外への	誘いを、断ったこと	{B}からのネルフ屋外への / 誘いを、断ったこと	拒绝{B}的NERV室外邀请	的事情
1317		1	B_TO	auto	と、ネルフ屋外から	本部内へ戻ったこと	{B}と、ネルフ屋外から / 本部内へ戻ったこと	和{B}一起从NERV室外回到本部内	的事情
1318		1	B_NI	auto	に、シンクロ技能訓練を	依頼したこと	{B}に、シンクロ技能訓練を / 依頼したこと	向{B}请求进行同步技能训练	的事情
1319		1	NO_B	auto	参謀技能の	訓練をしたこと	参謀技能の / 訓練をしたこと	进行参谋技能训练	的事情
1320		1	NO_B	auto	開発技能の	訓練をしたこと	開発技能の / 訓練をしたこと	进行开发技能训练	的事情
1321		3	NO_B	auto	オペレート技能の	訓練をしたこと	オペレート技能の / 訓練をしたこと	进行操作员技能训练	的事情
1322	1321	3	NO_B	auto	オペレート技能の	訓練をしたこと	オペレート技能の / 訓練をしたこと	进行操作员技能训练	的事情
1323	1321	3	NO_B	auto	オペレート技能の	訓練をしたこと	オペレート技能の / 訓練をしたこと	进行操作员技能训练	的事情
1324		1	NO_B	auto	諜報技能の	訓練をしたこと	諜報技能の / 訓練をしたこと	进行谍报技能训练	的事情
1325		2	NO_B	auto	事務技能の	訓練をしたこと	事務技能の / 訓練をしたこと	进行事务技能训练	的事情
1326		2	NO_B	auto	情報技能の	訓練をしたこと	情報技能の / 訓練をしたこと	进行情报技能训练	的事情
1327		1	NO_B	auto	白兵技能の	訓練をしたこと	白兵技能の / 訓練をしたこと	进行白刃战技能训练	的事情
1328		1	NO_B	auto	お弁当を作ったこと		お弁当を作ったこと	做便当的事情	
1334		1	NO_B	auto	街から逃げ出したこと		街から逃げ出したこと	从街上逃走的事情	
1335	1271	2	NO_B	auto	ぼんやりしたこと		ぼんやりしたこと	发呆的事情	
1337		1	NO_B	auto	顔を洗ったこと		顔を洗ったこと	洗脸的事情	
1339		1	NO_B	auto	自己啓発して奮起したこと		自己啓発して奮起したこと	自我激励振作起来的事情	
1340		1	NO_B	auto	自己嫌悪して落ち込んだこと		自己嫌悪して落ち込んだこと	自我厌恶陷入消沉的事情	
1341		1	NO_B	auto	零号機を見たこと		零号機を見たこと	看零号机的事情	
1342		1	NO_B	auto	初号機を見たこと		初号機を見たこと	看初号机的事情	
1343		1	NO_B	auto	弐号機を見たこと		弐号機を見たこと	看二号机的事情	
1344		1	NO_B	auto	参号機を見たこと		参号機を見たこと	看三号机的事情	
1345		1	NO_B	auto	四号機を見たこと		四号機を見たこと	看四号机的事情	
1346		1	NO_B	auto	ネルフの戦力の現状を	確認したこと	ネルフの戦力の現状を / 確認したこと	确认NERV战力现状	的事情
1347		1	NO_B	auto	ネルフ総合情報を見たこと		ネルフ総合情報を見たこと	看NERV综合信息的事情	
1348		1	B_NI	auto	に、	アイテムをねだったこと	{B}に、 / アイテムをねだったこと	向{B}讨要道具	的事情
1349		1	B_NI	auto	に、	アイテムを選ばせたこと	{B}に、 / アイテムを選ばせたこと	让{B}挑选道具	的事情
1350		1	B_KARA	auto	からアイテムを	ねだられたが、断ったこと	{B}からアイテムを / ねだられたが、断ったこと	被{B}讨要道具但拒绝了	的事情
1351		1	B_NI	auto	に、欲しいアイテムを	伝えたこと	{B}に、欲しいアイテムを / 伝えたこと	告诉{B}想要的道具	的事情
